WEEK,OPP,VENUE,TDF,FGF,SFF,PAT1FS,PAT1FA,PAT2FS,PAT2FA,D2CF,TDA,FGA,SFA,PAT1AS,PAT1AA,PAT2AS,PAT2AA,D2CA
1,LAC,LAC,5,1,0,5,5,0,0,0,3,2,0,0,0,2,3,0
2,PIT,PIT,6,0,0,6,6,0,0,0,5,0,1,3,4,1,1,0
3,SF,KC,5,1,0,5,5,0,0,0,3,2,0,1,2,1,1,0
4,DEN,DEN,3,2,0,3,3,0,0,0,2,3,0,2,2,0,0,0
5,JAX,KC,3,3,0,3,3,0,0,0,2,0,0,2,2,0,0,0
6,NE,NE,4,4,0,4,4,0,0,0,4,5,0,4,4,0,0,0
7,CIN,KC,6,1,0,6,6,0,0,0,1,1,0,1,1,0,0,0
8,DEN,KC,4,1,0,3,4,0,0,0,3,1,0,2,2,0,1,0
9,CLE,CLE,5,1,0,4,5,0,0,0,3,1,0,0,0,0,3,0
10,ARI,KC,3,2,0,2,2,0,1,0,2,0,0,2,2,0,0,0
11,LAR,LAR,7,1,0,6,7,0,0,0,7,2,0,6,7,0,0,0
13,OAK,OAK,5,2,0,4,5,0,0,0,3,2,0,3,3,0,1,0
