WEEK,OPP,VENUE,TDF,FGF,SFF,PAT1FS,PAT1FA,PAT2FS,PAT2FA,D2CF,TDA,FGA,SFA,PAT1AS,PAT1AA,PAT2AS,PAT2AA,D2CA
1,MIN,MIN,1,3,0,1,1,0,0,0,3,1,0,3,3,0,0,0
2,DET,SF,3,3,0,3,3,0,0,0,3,2,0,3,3,0,0,0
3,KC,KC,2,2,0,1,2,1,1,0,5,1,0,5,5,0,0,0
4,LAC,LAC,3,2,0,3,3,0,0,0,3,3,0,0,2,1,1,0
5,ARI,SF,3,0,0,0,0,0,3,0,4,0,0,4,4,0,0,0
6,GB,GB,3,3,0,3,3,0,0,0,3,4,0,3,3,0,0,0
7,LAR,SF,1,1,0,1,1,0,0,0,4,3,1,4,4,0,0,0
8,ARI,ARI,1,2,1,1,1,0,0,0,2,1,0,1,1,1,1,0
9,OAK,SF,4,2,0,4,4,0,0,0,0,1,0,0,0,0,0,0
10,NYG,SF,2,3,0,2,2,0,0,0,3,2,0,3,3,0,0,0
