WEEK,OPP,VENUE,TDF,FGF,SFF,PAT1FS,PAT1FA,PAT2FS,PAT2FA,D2CF,TDA,FGA,SFA,PAT1AS,PAT1AA,PAT2AS,PAT2AA,D2CA
1,MIA,MIA,2,2,0,2,2,0,0,0,3,2,0,3,3,0,0,0
2,HOU,TEN,2,2,0,2,2,0,0,0,2,1,0,2,2,0,0,0
3,JAX,JAX,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0
4,PHI,TEN,3,2,0,2,2,0,0,0,2,3,0,2,2,0,0,0
5,BUF,BUF,0,4,0,0,0,0,0,0,1,2,0,1,1,0,0,0
6,BAL,TEN,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0
7,LAC,LON,2,1,0,1,1,0,1,0,2,2,0,2,2,0,0,0
9,DAL,DAL,4,0,0,4,4,0,0,0,2,0,0,2,2,0,0,0
10,NE,NE,4,2,0,4,4,0,0,0,1,1,0,1,1,0,0,0
11,IND,IND,1,1,0,1,1,0,0,0,5,1,0,5,5,0,0,0
12,HOU,HOU,2,1,0,2,2,0,0,0,4,2,0,4,4,0,0,0
13,NYJ,TEN,3,2,0,2,3,0,0,0,1,5,0,1,1,0,0,0
14,JAX,TEN,4,1,0,3,4,0,0,0,1,0,1,1,1,0,0,0
15,NYG,NYG,2,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0
16,WAS,TEN,3,2,0,1,2,0,0,0,1,3,0,1,1,0,0,0
