WEEK,OPP,VENUE,TDF,FGF,SFF,PAT1FS,PAT1FA,PAT2FS,PAT2FA,D2CF,TDA,FGA,SFA,PAT1AS,PAT1AA,PAT2AS,PAT2AA,D2CA
1,CIN,IND,2,3,0,2,2,0,0,0,4,2,0,4,4,0,0,0
2,WAS,WAS,3,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0
3,PHI,PHI,1,3,0,1,1,0,0,0,2,2,0,2,2,0,0,0
4,HOU,IND,4,2,0,2,2,1,2,0,4,3,0,4,4,0,0,0
5,NE,NE,3,1,0,3,3,0,0,0,5,1,0,5,5,0,0,0
6,NYJ,NYJ,4,2,0,4,4,0,0,0,3,7,0,3,3,0,0,0
7,BUF,IND,5,1,0,2,4,1,1,0,0,1,1,0,0,0,0,0
8,OAK,OAK,5,2,0,4,4,1,1,0,4,0,0,4,4,0,0,0
10,JAX,IND,4,0,0,3,3,1,1,0,3,2,0,2,3,0,0,0
11,TEN,IND,5,1,0,5,5,0,0,0,1,1,0,1,1,0,0,0
