WEEK,OPP,VENUE,TDF,FGF,SFF,PAT1FS,PAT1FA,PAT2FS,PAT2FA,D2CF,TDA,FGA,SFA,PAT1AS,PAT1AA,PAT2AS,PAT2AA,D2CA
1,NE,NE,2,2,0,2,2,0,0,0,3,2,0,3,3,0,0,0
2,TEN,TEN,2,1,0,2,2,0,0,0,2,2,0,2,2,0,0,0
3,NYG,HOU,2,3,0,1,1,0,1,0,3,2,0,3,3,0,0,0
4,IND,IND,4,3,0,4,4,0,0,0,4,2,0,2,2,1,2,0
5,DAL,HOU,1,4,0,1,1,0,0,0,1,3,0,1,1,0,0,0
6,BUF,HOU,2,2,0,2,2,0,0,0,1,2,0,1,1,0,0,0
7,JAX,JAX,2,2,0,2,2,0,0,0,1,0,0,1,1,0,0,0
8,MIA,HOU,6,0,0,6,6,0,0,0,2,3,0,2,2,0,0,0
9,DEN,DEN,2,2,0,1,2,0,0,0,2,1,0,2,2,0,0,0
10,WAS,WAS,2,3,0,2,2,0,0,0,3,0,0,3,3,0,0,0
12,TEN,HOU,4,2,0,4,4,0,0,0,2,1,0,2,2,0,0,0
13,CLE,HOU,2,5,0,2,2,0,0,0,2,0,0,1,1,0,1,0
14,IND,HOU,3,0,0,3,3,0,0,0,3,1,0,3,3,0,0,0
15,NYJ,NYJ,2,5,0,2,2,0,0,0,3,1,0,1,3,0,0,0
