WEEK,OPP,VENUE,TDF,FGF,SFF,PAT1FS,PAT1FA,PAT2FS,PAT2FA,D2CF,TDA,FGA,SFA,PAT1AS,PAT1AA,PAT2AS,PAT2AA,D2CA
14,BAL,PIT,4,4,0,3,3,0,1,0,5,1,0,5,5,0,0,0
15,NE,PIT,3,1,0,3,3,0,0,0,3,2,0,1,2,1,1,0
16,HOU,HOU,4,2,0,4,4,0,0,0,1,0,0,0,0,0,1,0
17,CLE,PIT,4,0,0,4,4,0,0,0,3,1,0,3,3,0,0,0
