WEEK,OPP,VENUE,TDF,FGF,SFF,PAT1FS,PAT1FA,PAT2FS,PAT2FA,D2CF,TDA,FGA,SFA,PAT1AS,PAT1AA,PAT2AS,PAT2AA,D2CA
1,SD,1,4,2,0,3,3,0,0,0,3,2,0,3,3,0,0,0
2,HOU,-1,0,4,0,0,0,0,0,0,1,4,0,1,1,0,0,0
3,NYJ,1,3,1,0,3,3,0,0,0,0,1,0,0,0,0,0,0
4,PIT,-1,2,0,0,2,2,0,0,0,6,0,0,5,5,1,1,0
