WEEK,OPP,VENUE,TDF,FGF,SFF,PAT1FS,PAT1FA,PAT2FS,PAT2FA,D2CF,TDA,FGA,SFA,PAT1AS,PAT1AA,PAT2AS,PAT2AA,D2CA
1,SEA,-1,1,1,0,1,1,0,0,0,1,2,0,0,1,0,0,0
2,NE,-1,3,1,0,3,3,0,0,0,4,1,0,4,4,0,0,0
3,CLE,1,4,1,0,3,3,0,0,0,2,3,0,1,1,1,1,0
4,CIN,-1,1,0,0,1,1,0,0,0,1,5,0,1,1,0,0,0
