WEEK,OPP,VENUE,TDF,FGF,SFF,PAT1FS,PAT1FA,PAT2FS,PAT2FA,D2CF,TDA,FGA,SFA,PAT1AS,PAT1AA,PAT2AS,PAT2AA,D2CA
1,CIN,SEA,3,0,0,3,3,0,0,0,2,2,0,2,2,0,0,0
2,PIT,PIT,4,0,0,4,4,0,0,0,1,4,0,1,1,0,0,0
3,NO,SEA,4,0,0,3,3,0,0,0,5,0,0,3,4,0,1,0
4,ARI,ARI,3,2,0,3,3,0,0,0,1,1,0,1,1,0,0,0
5,LAR,SEA,4,1,0,3,3,0,1,0,3,3,0,2,2,0,1,0
6,CLE,CLE,4,2,0,2,3,0,1,0,4,0,0,2,3,1,1,0
7,BAL,SEA,1,3,0,1,1,0,0,0,3,3,0,3,3,0,0,0
8,ATL,ATL,3,2,0,3,3,0,0,0,2,2,0,0,0,1,2,0
9,TB,SEA,5,2,0,2,3,1,1,0,4,2,0,4,4,0,0,0
10,SF,SF,3,2,0,3,3,0,0,0,2,3,0,1,1,1,1,0
12,PHI,PHI,2,1,0,2,2,0,0,0,1,1,0,0,1,0,0,0
13,MIN,SEA,4,3,0,4,4,0,0,0,4,1,0,3,4,0,0,0
14,LAR,LAR,1,2,0,0,1,0,0,0,4,0,0,4,4,0,0,0
15,CAR,CAR,4,1,0,3,4,0,0,0,3,1,0,3,3,0,0,0
16,ARI,SEA,1,2,0,1,1,0,0,0,3,2,0,3,3,0,0,0
17,SF,SEA,3,0,0,3,3,0,0,0,3,2,0,2,2,0,1,0
WC,PHI,PHI,2,1,0,2,2,0,0,0,0,3,0,0,0,0,0,0
DIV,GB,GB,3,1,0,2,2,0,1,0,4,0,0,4,4,0,0,0
