WEEK,OPP,VENUE,TDF,FGF,SFF,PAT1FS,PAT1FA,PAT2FS,PAT2FA,D2CF,TDA,FGA,SFA,PAT1AS,PAT1AA,PAT2AS,PAT2AA,D2CA
1,TEN,CLE,2,0,0,1,2,0,0,0,4,5,0,4,4,0,0,0
2,NYJ,NYJ,2,3,0,2,2,0,0,0,0,1,0,0,0,0,0,0
3,LAR,CLE,1,2,0,1,1,0,0,0,2,2,0,2,2,0,0,0
4,BAL,BAL,5,2,0,4,4,0,1,0,3,1,0,2,2,1,1,0
5,SF,SF,0,1,0,0,0,0,0,0,4,1,0,4,4,0,0,0
6,SEA,CLE,4,0,0,2,3,1,1,0,4,2,0,2,3,0,1,0
8,NE,NE,1,2,0,1,1,0,0,0,3,2,0,3,3,0,0,0
9,DEN,DEN,1,4,0,1,1,0,0,0,3,1,0,3,3,0,0,0
10,BUF,CLE,2,2,0,1,2,0,0,0,2,0,1,2,2,0,0,0
11,PIT,CLE,3,0,0,3,3,0,0,0,1,0,0,1,1,0,0,0
12,MIA,CLE,5,2,0,5,5,0,0,0,3,1,0,3,3,0,0,0
13,PIT,PIT,1,2,0,1,1,0,0,0,2,2,0,2,2,0,0,0
