WEEK,OPP,VENUE,TDF,FGF,SFF,PAT1FS,PAT1FA,PAT2FS,PAT2FA,D2CF,TDA,FGA,SFA,PAT1AS,PAT1AA,PAT2AS,PAT2AA,D2CA
1,MIN,MIN,2,0,0,0,0,0,2,0,4,0,0,4,4,0,0,0
2,PHI,ATL,3,1,0,3,3,0,0,0,2,2,0,0,0,1,2,0
3,IND,IND,3,1,0,3,3,0,0,0,3,2,0,3,3,0,0,0
4,TEN,ATL,1,1,0,1,1,0,0,0,3,1,0,3,3,0,0,0
5,HOU,HOU,4,1,0,3,3,1,1,0,7,2,0,5,7,0,0,0
6,ARI,ARI,4,2,0,3,4,0,0,0,4,2,0,4,4,0,0,0
7,LAR,LAR,1,1,0,1,1,0,0,0,4,3,0,4,4,0,0,0
8,SEA,ATL,2,2,0,0,0,1,2,0,3,2,0,3,3,0,0,0
9,NO,NO,2,4,0,2,2,0,0,0,0,3,0,0,0,0,0,0
11,CAR,CAR,3,3,0,2,2,0,1,0,0,1,0,0,0,0,0,0
12,TB,ATL,2,3,0,1,1,0,1,0,5,1,0,2,5,0,0,0
13,NO,ATL,2,2,0,0,1,0,1,0,2,4,0,2,2,0,0,0
14,CAR,ATL,4,4,0,4,4,0,0,0,2,2,0,2,2,0,0,0
15,SF,SF,4,2,0,2,2,0,1,0,2,3,0,1,2,0,0,0
